,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_time_unit,pert_itime,distil_id
263139,HOG001_A549_6H:BRD-A01145011-001-01-4:0.0016,BRD-A01145011,zebularine,trt_cp,A549,0.0016,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:D22|HOG001_A549_6H_X2_B11:D22|HOG001_A549_6H_X4_F1B10:D22
263140,HOG001_A549_6H:BRD-A01145011-001-01-4:0.005,BRD-A01145011,zebularine,trt_cp,A549,0.005,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:D21|HOG001_A549_6H_X2_B11:D21|HOG001_A549_6H_X4_F1B10:D21
263141,HOG001_A549_6H:BRD-A01145011-001-01-4:0.0152,BRD-A01145011,zebularine,trt_cp,A549,0.0152,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:D20|HOG001_A549_6H_X2_B11:D20|HOG001_A549_6H_X4_F1B10:D20
263142,HOG001_A549_6H:BRD-A01145011-001-01-4:0.0457,BRD-A01145011,zebularine,trt_cp,A549,0.0457,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:D19|HOG001_A549_6H_X2_B11:D19|HOG001_A549_6H_X4_F1B10:D19
263143,HOG001_A549_6H:BRD-A01145011-001-01-4:0.137,BRD-A01145011,zebularine,trt_cp,A549,0.137,µM,100 nM,6,h,6 h,HOG001_A549_6H_X1_B11:D18|HOG001_A549_6H_X2_B11:D18|HOG001_A549_6H_X4_F1B10:D18
263144,HOG001_A549_6H:BRD-A01145011-001-01-4:0.4111,BRD-A01145011,zebularine,trt_cp,A549,0.4111,µM,500 nM,6,h,6 h,HOG001_A549_6H_X1_B11:D17|HOG001_A549_6H_X2_B11:D17|HOG001_A549_6H_X4_F1B10:D17
263145,HOG001_A549_6H:BRD-A01145011-001-01-4:1.2333,BRD-A01145011,zebularine,trt_cp,A549,1.2333,µM,1 µM,6,h,6 h,HOG001_A549_6H_X1_B11:D16|HOG001_A549_6H_X2_B11:D16|HOG001_A549_6H_X4_F1B10:D16
263146,HOG001_A549_6H:BRD-A01145011-001-01-4:11.1,BRD-A01145011,zebularine,trt_cp,A549,11.1,µM,10 µM,6,h,6 h,HOG001_A549_6H_X1_B11:D14|HOG001_A549_6H_X2_B11:D14|HOG001_A549_6H_X4_F1B10:D14
263147,HOG001_A549_6H:BRD-A01145011-001-01-4:3.7,BRD-A01145011,zebularine,trt_cp,A549,3.7,µM,3 µM,6,h,6 h,HOG001_A549_6H_X1_B11:D15|HOG001_A549_6H_X2_B11:D15|HOG001_A549_6H_X4_F1B10:D15
263238,HOG001_A549_6H:BRD-A75409952-001-01-6:0.0015,BRD-A75409952,wortmannin,trt_cp,A549,0.0015,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:A22|HOG001_A549_6H_X2_B11:A22|HOG001_A549_6H_X4_F1B10:A22
263239,HOG001_A549_6H:BRD-A75409952-001-01-6:0.0045,BRD-A75409952,wortmannin,trt_cp,A549,0.0045,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:A21|HOG001_A549_6H_X2_B11:A21|HOG001_A549_6H_X4_F1B10:A21
263240,HOG001_A549_6H:BRD-A75409952-001-01-6:0.013,BRD-A75409952,wortmannin,trt_cp,A549,0.013,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:A20|HOG001_A549_6H_X2_B11:A20|HOG001_A549_6H_X4_F1B10:A20
263241,HOG001_A549_6H:BRD-A75409952-001-01-6:0.1235,BRD-A75409952,wortmannin,trt_cp,A549,0.1235,µM,100 nM,6,h,6 h,HOG001_A549_6H_X1_B11:A18|HOG001_A549_6H_X2_B11:A18|HOG001_A549_6H_X4_F1B10:A18
263242,HOG001_A549_6H:BRD-A75409952-001-01-6:0.3704,BRD-A75409952,wortmannin,trt_cp,A549,0.3704,µM,500 nM,6,h,6 h,HOG001_A549_6H_X1_B11:A17|HOG001_A549_6H_X2_B11:A17|HOG001_A549_6H_X4_F1B10:A17
263243,HOG001_A549_6H:BRD-A75409952-001-01-6:1.11,BRD-A75409952,wortmannin,trt_cp,A549,1.11,µM,1 µM,6,h,6 h,HOG001_A549_6H_X1_B11:A16|HOG001_A549_6H_X2_B11:A16|HOG001_A549_6H_X4_F1B10:A16
263244,HOG001_A549_6H:BRD-A75409952-001-01-6:10,BRD-A75409952,wortmannin,trt_cp,A549,10,µM,10 µM,6,h,6 h,HOG001_A549_6H_X1_B11:A14|HOG001_A549_6H_X2_B11:A14|HOG001_A549_6H_X4_F1B10:A14
263245,HOG001_A549_6H:BRD-A75409952-001-01-6:3.33,BRD-A75409952,wortmannin,trt_cp,A549,3.33,µM,3 µM,6,h,6 h,HOG001_A549_6H_X1_B11:A15|HOG001_A549_6H_X2_B11:A15|HOG001_A549_6H_X4_F1B10:A15
263246,HOG001_A549_6H:BRD-A75409952-001-05-7:0.0015,BRD-A75409952,wortmannin,trt_cp,A549,0.0015,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:L22|HOG001_A549_6H_X2_B11:L22|HOG001_A549_6H_X4_F1B10:L22
263247,HOG001_A549_6H:BRD-A75409952-001-05-7:0.0045,BRD-A75409952,wortmannin,trt_cp,A549,0.0045,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:L21|HOG001_A549_6H_X2_B11:L21|HOG001_A549_6H_X4_F1B10:L21
263248,HOG001_A549_6H:BRD-A75409952-001-05-7:0.013,BRD-A75409952,wortmannin,trt_cp,A549,0.013,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:L20|HOG001_A549_6H_X2_B11:L20|HOG001_A549_6H_X4_F1B10:L20
263249,HOG001_A549_6H:BRD-A75409952-001-05-7:0.0412,BRD-A75409952,wortmannin,trt_cp,A549,0.0412,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:L19|HOG001_A549_6H_X2_B11:L19|HOG001_A549_6H_X4_F1B10:L19
263250,HOG001_A549_6H:BRD-A75409952-001-05-7:0.1235,BRD-A75409952,wortmannin,trt_cp,A549,0.1235,µM,100 nM,6,h,6 h,HOG001_A549_6H_X1_B11:L18|HOG001_A549_6H_X2_B11:L18|HOG001_A549_6H_X4_F1B10:L18
263251,HOG001_A549_6H:BRD-A75409952-001-05-7:0.3704,BRD-A75409952,wortmannin,trt_cp,A549,0.3704,µM,500 nM,6,h,6 h,HOG001_A549_6H_X1_B11:L17|HOG001_A549_6H_X2_B11:L17|HOG001_A549_6H_X4_F1B10:L17
263252,HOG001_A549_6H:BRD-A75409952-001-05-7:1.11,BRD-A75409952,wortmannin,trt_cp,A549,1.11,µM,1 µM,6,h,6 h,HOG001_A549_6H_X1_B11:L16|HOG001_A549_6H_X2_B11:L16|HOG001_A549_6H_X4_F1B10:L16
263253,HOG001_A549_6H:BRD-A75409952-001-05-7:10,BRD-A75409952,wortmannin,trt_cp,A549,10,µM,10 µM,6,h,6 h,HOG001_A549_6H_X1_B11:L14|HOG001_A549_6H_X2_B11:L14|HOG001_A549_6H_X4_F1B10:L14
263254,HOG001_A549_6H:BRD-A75409952-001-05-7:3.33,BRD-A75409952,wortmannin,trt_cp,A549,3.33,µM,3 µM,6,h,6 h,HOG001_A549_6H_X1_B11:L15|HOG001_A549_6H_X2_B11:L15|HOG001_A549_6H_X4_F1B10:L15
263264,HOG001_A549_6H:BRD-A84481105-003-17-2:0.0015,BRD-A84481105,thioridazine,trt_cp,A549,0.0015,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:G11|HOG001_A549_6H_X2_B11:G11|HOG001_A549_6H_X4_F1B10:G11
263265,HOG001_A549_6H:BRD-A84481105-003-17-2:0.0045,BRD-A84481105,thioridazine,trt_cp,A549,0.0045,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:G10|HOG001_A549_6H_X2_B11:G10|HOG001_A549_6H_X4_F1B10:G10
263266,HOG001_A549_6H:BRD-A84481105-003-17-2:0.013,BRD-A84481105,thioridazine,trt_cp,A549,0.013,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:G09|HOG001_A549_6H_X2_B11:G09|HOG001_A549_6H_X4_F1B10:G09
263267,HOG001_A549_6H:BRD-A84481105-003-17-2:0.0412,BRD-A84481105,thioridazine,trt_cp,A549,0.0412,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:G08|HOG001_A549_6H_X2_B11:G08|HOG001_A549_6H_X4_F1B10:G08
263268,HOG001_A549_6H:BRD-A84481105-003-17-2:0.1235,BRD-A84481105,thioridazine,trt_cp,A549,0.1235,µM,100 nM,6,h,6 h,HOG001_A549_6H_X1_B11:G07|HOG001_A549_6H_X2_B11:G07|HOG001_A549_6H_X4_F1B10:G07
263269,HOG001_A549_6H:BRD-A84481105-003-17-2:0.3704,BRD-A84481105,thioridazine,trt_cp,A549,0.3704,µM,500 nM,6,h,6 h,HOG001_A549_6H_X1_B11:G06|HOG001_A549_6H_X2_B11:G06|HOG001_A549_6H_X4_F1B10:G06
263270,HOG001_A549_6H:BRD-A84481105-003-17-2:1.11,BRD-A84481105,thioridazine,trt_cp,A549,1.11,µM,1 µM,6,h,6 h,HOG001_A549_6H_X1_B11:G05|HOG001_A549_6H_X2_B11:G05|HOG001_A549_6H_X4_F1B10:G05
263271,HOG001_A549_6H:BRD-A84481105-003-17-2:10,BRD-A84481105,thioridazine,trt_cp,A549,10,µM,10 µM,6,h,6 h,HOG001_A549_6H_X1_B11:G03|HOG001_A549_6H_X2_B11:G03|HOG001_A549_6H_X4_F1B10:G03
263272,HOG001_A549_6H:BRD-A84481105-003-17-2:3.33,BRD-A84481105,thioridazine,trt_cp,A549,3.33,µM,3 µM,6,h,6 h,HOG001_A549_6H_X1_B11:G04|HOG001_A549_6H_X2_B11:G04|HOG001_A549_6H_X4_F1B10:G04
263309,HOG001_A549_6H:BRD-K08703257-001-06-3:0.0015,BRD-K08703257,3-amino-benzamide,trt_cp,A549,0.0015,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:N11|HOG001_A549_6H_X2_B11:N11|HOG001_A549_6H_X4_F1B10:N11
263310,HOG001_A549_6H:BRD-K08703257-001-06-3:0.0045,BRD-K08703257,3-amino-benzamide,trt_cp,A549,0.0045,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:N10|HOG001_A549_6H_X2_B11:N10|HOG001_A549_6H_X4_F1B10:N10
263311,HOG001_A549_6H:BRD-K08703257-001-06-3:0.013,BRD-K08703257,3-amino-benzamide,trt_cp,A549,0.013,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:N09|HOG001_A549_6H_X2_B11:N09|HOG001_A549_6H_X4_F1B10:N09
263312,HOG001_A549_6H:BRD-K08703257-001-06-3:0.0412,BRD-K08703257,3-amino-benzamide,trt_cp,A549,0.0412,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:N08|HOG001_A549_6H_X2_B11:N08|HOG001_A549_6H_X4_F1B10:N08
263313,HOG001_A549_6H:BRD-K08703257-001-06-3:0.1235,BRD-K08703257,3-amino-benzamide,trt_cp,A549,0.1235,µM,100 nM,6,h,6 h,HOG001_A549_6H_X1_B11:N07|HOG001_A549_6H_X2_B11:N07|HOG001_A549_6H_X4_F1B10:N07
263314,HOG001_A549_6H:BRD-K08703257-001-06-3:0.3704,BRD-K08703257,3-amino-benzamide,trt_cp,A549,0.3704,µM,500 nM,6,h,6 h,HOG001_A549_6H_X1_B11:N06|HOG001_A549_6H_X2_B11:N06|HOG001_A549_6H_X4_F1B10:N06
263315,HOG001_A549_6H:BRD-K08703257-001-06-3:1.11,BRD-K08703257,3-amino-benzamide,trt_cp,A549,1.11,µM,1 µM,6,h,6 h,HOG001_A549_6H_X1_B11:N05|HOG001_A549_6H_X2_B11:N05|HOG001_A549_6H_X4_F1B10:N05
263316,HOG001_A549_6H:BRD-K08703257-001-06-3:10,BRD-K08703257,3-amino-benzamide,trt_cp,A549,10,µM,10 µM,6,h,6 h,HOG001_A549_6H_X1_B11:N03|HOG001_A549_6H_X2_B11:N03|HOG001_A549_6H_X4_F1B10:N03
263317,HOG001_A549_6H:BRD-K08703257-001-06-3:3.33,BRD-K08703257,3-amino-benzamide,trt_cp,A549,3.33,µM,3 µM,6,h,6 h,HOG001_A549_6H_X1_B11:N04|HOG001_A549_6H_X2_B11:N04|HOG001_A549_6H_X4_F1B10:N04
263327,HOG001_A549_6H:BRD-K24132293-001-16-0:0.0015,BRD-K24132293,piperlongumine,trt_cp,A549,0.0015,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:E11|HOG001_A549_6H_X2_B11:E11|HOG001_A549_6H_X4_F1B10:E11
263328,HOG001_A549_6H:BRD-K24132293-001-16-0:0.0045,BRD-K24132293,piperlongumine,trt_cp,A549,0.0045,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:E10|HOG001_A549_6H_X2_B11:E10|HOG001_A549_6H_X4_F1B10:E10
263329,HOG001_A549_6H:BRD-K24132293-001-16-0:0.013,BRD-K24132293,piperlongumine,trt_cp,A549,0.013,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:E09|HOG001_A549_6H_X2_B11:E09|HOG001_A549_6H_X4_F1B10:E09
263330,HOG001_A549_6H:BRD-K24132293-001-16-0:0.0412,BRD-K24132293,piperlongumine,trt_cp,A549,0.0412,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:E08|HOG001_A549_6H_X2_B11:E08|HOG001_A549_6H_X4_F1B10:E08
263331,HOG001_A549_6H:BRD-K24132293-001-16-0:0.1234,BRD-K24132293,piperlongumine,trt_cp,A549,0.1234,µM,100 nM,6,h,6 h,HOG001_A549_6H_X1_B11:E07|HOG001_A549_6H_X2_B11:E07|HOG001_A549_6H_X4_F1B10:E07
263332,HOG001_A549_6H:BRD-K24132293-001-16-0:0.3704,BRD-K24132293,piperlongumine,trt_cp,A549,0.3704,µM,500 nM,6,h,6 h,HOG001_A549_6H_X1_B11:E06|HOG001_A549_6H_X2_B11:E06|HOG001_A549_6H_X4_F1B10:E06
263333,HOG001_A549_6H:BRD-K24132293-001-16-0:1.11,BRD-K24132293,piperlongumine,trt_cp,A549,1.11,µM,1 µM,6,h,6 h,HOG001_A549_6H_X1_B11:E05|HOG001_A549_6H_X2_B11:E05|HOG001_A549_6H_X4_F1B10:E05
263334,HOG001_A549_6H:BRD-K24132293-001-16-0:10,BRD-K24132293,piperlongumine,trt_cp,A549,10,µM,10 µM,6,h,6 h,HOG001_A549_6H_X1_B11:E03|HOG001_A549_6H_X2_B11:E03|HOG001_A549_6H_X4_F1B10:E03
263335,HOG001_A549_6H:BRD-K24132293-001-16-0:3.3333,BRD-K24132293,piperlongumine,trt_cp,A549,3.3333,µM,3 µM,6,h,6 h,HOG001_A549_6H_X1_B11:E04|HOG001_A549_6H_X2_B11:E04|HOG001_A549_6H_X4_F1B10:E04
263345,HOG001_A549_6H:BRD-K50128260-001-01-6:0.0015,BRD-K50128260,sildenafil,trt_cp,A549,0.0015,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:B11|HOG001_A549_6H_X2_B11:B11|HOG001_A549_6H_X4_F1B10:B11
263346,HOG001_A549_6H:BRD-K50128260-001-01-6:0.0045,BRD-K50128260,sildenafil,trt_cp,A549,0.0045,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:B10|HOG001_A549_6H_X2_B11:B10|HOG001_A549_6H_X4_F1B10:B10
263347,HOG001_A549_6H:BRD-K50128260-001-01-6:0.013,BRD-K50128260,sildenafil,trt_cp,A549,0.013,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:B09|HOG001_A549_6H_X2_B11:B09|HOG001_A549_6H_X4_F1B10:B09
263348,HOG001_A549_6H:BRD-K50128260-001-01-6:0.0412,BRD-K50128260,sildenafil,trt_cp,A549,0.0412,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:B08|HOG001_A549_6H_X2_B11:B08|HOG001_A549_6H_X4_F1B10:B08
263349,HOG001_A549_6H:BRD-K50128260-001-01-6:0.1235,BRD-K50128260,sildenafil,trt_cp,A549,0.1235,µM,100 nM,6,h,6 h,HOG001_A549_6H_X1_B11:B07|HOG001_A549_6H_X2_B11:B07|HOG001_A549_6H_X4_F1B10:B07
263350,HOG001_A549_6H:BRD-K50128260-001-01-6:0.3704,BRD-K50128260,sildenafil,trt_cp,A549,0.3704,µM,500 nM,6,h,6 h,HOG001_A549_6H_X1_B11:B06|HOG001_A549_6H_X2_B11:B06|HOG001_A549_6H_X4_F1B10:B06
263351,HOG001_A549_6H:BRD-K50128260-001-01-6:1.11,BRD-K50128260,sildenafil,trt_cp,A549,1.11,µM,1 µM,6,h,6 h,HOG001_A549_6H_X1_B11:B05|HOG001_A549_6H_X2_B11:B05|HOG001_A549_6H_X4_F1B10:B05
263352,HOG001_A549_6H:BRD-K50128260-001-01-6:10,BRD-K50128260,sildenafil,trt_cp,A549,10,µM,10 µM,6,h,6 h,HOG001_A549_6H_X1_B11:B03|HOG001_A549_6H_X2_B11:B03|HOG001_A549_6H_X4_F1B10:B03
263353,HOG001_A549_6H:BRD-K50128260-001-01-6:3.33,BRD-K50128260,sildenafil,trt_cp,A549,3.33,µM,3 µM,6,h,6 h,HOG001_A549_6H_X1_B11:B04|HOG001_A549_6H_X2_B11:B04|HOG001_A549_6H_X4_F1B10:B04
263354,HOG001_A549_6H:BRD-K59369769-001-05-4:0.0015,BRD-K59369769,tozasertib,trt_cp,A549,0.0015,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:C22|HOG001_A549_6H_X2_B11:C22|HOG001_A549_6H_X4_F1B10:C22
263355,HOG001_A549_6H:BRD-K59369769-001-05-4:0.0045,BRD-K59369769,tozasertib,trt_cp,A549,0.0045,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:C21|HOG001_A549_6H_X2_B11:C21|HOG001_A549_6H_X4_F1B10:C21
263356,HOG001_A549_6H:BRD-K59369769-001-05-4:0.013,BRD-K59369769,tozasertib,trt_cp,A549,0.013,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:C20|HOG001_A549_6H_X2_B11:C20|HOG001_A549_6H_X4_F1B10:C20
263357,HOG001_A549_6H:BRD-K59369769-001-05-4:0.0412,BRD-K59369769,tozasertib,trt_cp,A549,0.0412,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:C19|HOG001_A549_6H_X2_B11:C19|HOG001_A549_6H_X4_F1B10:C19
263358,HOG001_A549_6H:BRD-K59369769-001-05-4:0.1235,BRD-K59369769,tozasertib,trt_cp,A549,0.1235,µM,100 nM,6,h,6 h,HOG001_A549_6H_X1_B11:C18|HOG001_A549_6H_X2_B11:C18|HOG001_A549_6H_X4_F1B10:C18
263359,HOG001_A549_6H:BRD-K59369769-001-05-4:0.3704,BRD-K59369769,tozasertib,trt_cp,A549,0.3704,µM,500 nM,6,h,6 h,HOG001_A549_6H_X1_B11:C17|HOG001_A549_6H_X2_B11:C17|HOG001_A549_6H_X4_F1B10:C17
263360,HOG001_A549_6H:BRD-K59369769-001-05-4:1.11,BRD-K59369769,tozasertib,trt_cp,A549,1.11,µM,1 µM,6,h,6 h,HOG001_A549_6H_X1_B11:C16|HOG001_A549_6H_X2_B11:C16|HOG001_A549_6H_X4_F1B10:C16
263361,HOG001_A549_6H:BRD-K59369769-001-05-4:10,BRD-K59369769,tozasertib,trt_cp,A549,10,µM,10 µM,6,h,6 h,HOG001_A549_6H_X1_B11:C14|HOG001_A549_6H_X2_B11:C14|HOG001_A549_6H_X4_F1B10:C14
263362,HOG001_A549_6H:BRD-K59369769-001-05-4:3.33,BRD-K59369769,tozasertib,trt_cp,A549,3.33,µM,3 µM,6,h,6 h,HOG001_A549_6H_X1_B11:C15|HOG001_A549_6H_X2_B11:C15|HOG001_A549_6H_X4_F1B10:C15
263363,HOG001_A549_6H:BRD-K63923597-001-05-0:0.0015,BRD-K63923597,barasertib-HQPA,trt_cp,A549,0.0015,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:H11|HOG001_A549_6H_X2_B11:H11|HOG001_A549_6H_X4_F1B10:H11
263364,HOG001_A549_6H:BRD-K63923597-001-05-0:0.0045,BRD-K63923597,barasertib-HQPA,trt_cp,A549,0.0045,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:H10|HOG001_A549_6H_X2_B11:H10|HOG001_A549_6H_X4_F1B10:H10
263365,HOG001_A549_6H:BRD-K63923597-001-05-0:0.013,BRD-K63923597,barasertib-HQPA,trt_cp,A549,0.013,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:H09|HOG001_A549_6H_X2_B11:H09|HOG001_A549_6H_X4_F1B10:H09
263366,HOG001_A549_6H:BRD-K63923597-001-05-0:0.0412,BRD-K63923597,barasertib-HQPA,trt_cp,A549,0.0412,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:H08|HOG001_A549_6H_X2_B11:H08|HOG001_A549_6H_X4_F1B10:H08
263367,HOG001_A549_6H:BRD-K63923597-001-05-0:0.1235,BRD-K63923597,barasertib-HQPA,trt_cp,A549,0.1235,µM,100 nM,6,h,6 h,HOG001_A549_6H_X1_B11:H07|HOG001_A549_6H_X2_B11:H07|HOG001_A549_6H_X4_F1B10:H07
263368,HOG001_A549_6H:BRD-K63923597-001-05-0:0.3704,BRD-K63923597,barasertib-HQPA,trt_cp,A549,0.3704,µM,500 nM,6,h,6 h,HOG001_A549_6H_X1_B11:H06|HOG001_A549_6H_X2_B11:H06|HOG001_A549_6H_X4_F1B10:H06
263369,HOG001_A549_6H:BRD-K63923597-001-05-0:1.11,BRD-K63923597,barasertib-HQPA,trt_cp,A549,1.11,µM,1 µM,6,h,6 h,HOG001_A549_6H_X1_B11:H05|HOG001_A549_6H_X2_B11:H05|HOG001_A549_6H_X4_F1B10:H05
263370,HOG001_A549_6H:BRD-K63923597-001-05-0:10,BRD-K63923597,barasertib-HQPA,trt_cp,A549,10,µM,10 µM,6,h,6 h,HOG001_A549_6H_X1_B11:H03|HOG001_A549_6H_X2_B11:H03|HOG001_A549_6H_X4_F1B10:H03
263371,HOG001_A549_6H:BRD-K63923597-001-05-0:3.3333,BRD-K63923597,barasertib-HQPA,trt_cp,A549,3.3333,µM,3 µM,6,h,6 h,HOG001_A549_6H_X1_B11:H04|HOG001_A549_6H_X2_B11:H04|HOG001_A549_6H_X4_F1B10:H04
263399,HOG001_A549_6H:BRD-K81418486-001-32-7:0.0015,BRD-K81418486,vorinostat,trt_cp,A549,0.0015,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:N22|HOG001_A549_6H_X2_B11:N22|HOG001_A549_6H_X4_F1B10:N22
263400,HOG001_A549_6H:BRD-K81418486-001-32-7:0.0045,BRD-K81418486,vorinostat,trt_cp,A549,0.0045,µM,1 nM,6,h,6 h,HOG001_A549_6H_X1_B11:N21|HOG001_A549_6H_X2_B11:N21|HOG001_A549_6H_X4_F1B10:N21
263401,HOG001_A549_6H:BRD-K81418486-001-32-7:0.013,BRD-K81418486,vorinostat,trt_cp,A549,0.013,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:N20|HOG001_A549_6H_X2_B11:N20|HOG001_A549_6H_X4_F1B10:N20
263402,HOG001_A549_6H:BRD-K81418486-001-32-7:0.0412,BRD-K81418486,vorinostat,trt_cp,A549,0.0412,µM,10 nM,6,h,6 h,HOG001_A549_6H_X1_B11:N19|HOG001_A549_6H_X2_B11:N19|HOG001_A549_6H_X4_F1B10:N19
263403,HOG001_A549_6H:BRD-K81418486-001-32-7:0.1235,BRD-K81418486,vorinostat,trt_cp,A549,0.1235,µM,100 nM,6,h,6 h,HOG001_A549_6H_X1_B11:N18|HOG001_A549_6H_X2_B11:N18|HOG001_A549_6H_X4_F1B10:N18
263404,HOG001_A549_6H:BRD-K81418486-001-32-7:0.3704,BRD-K81418486,vorinostat,trt_cp,A549,0.3704,µM,500 nM,6,h,6 h,HOG001_A549_6H_X1_B11:N17|HOG001_A549_6H_X2_B11:N17|HOG001_A549_6H_X4_F1B10:N17
263405,HOG001_A549_6H:BRD-K81418486-001-32-7:1.11,BRD-K81418486,vorinostat,trt_cp,A549,1.11,µM,1 µM,6,h,6 h,HOG001_A549_6H_X1_B11:N16|HOG001_A549_6H_X2_B11:N16|HOG001_A549_6H_X4_F1B10:N16
263406,HOG001_A549_6H:BRD-K81418486-001-32-7:10,BRD-K81418486,vorinostat,trt_cp,A549,10,µM,10 µM,6,h,6 h,HOG001_A549_6H_X1_B11:N14|HOG001_A549_6H_X2_B11:N14|HOG001_A549_6H_X4_F1B10:N14
263407,HOG001_A549_6H:BRD-K81418486-001-32-7:3.33,BRD-K81418486,vorinostat,trt_cp,A549,3.33,µM,3 µM,6,h,6 h,HOG001_A549_6H_X1_B11:N15|HOG001_A549_6H_X2_B11:N15|HOG001_A549_6H_X4_F1B10:N15
264222,HOG002_A549_24H:BRD-A75409952-001-01-6:0.0015,BRD-A75409952,wortmannin,trt_cp,A549,0.0015,µM,1 nM,24,h,24 h,HOG002_A549_24H_X1_F1B10:A22|HOG002_A549_24H_X2_F1B10:A22|HOG002_A549_24H_X3_F1B10:A22
264223,HOG002_A549_24H:BRD-A75409952-001-01-6:0.0045,BRD-A75409952,wortmannin,trt_cp,A549,0.0045,µM,1 nM,24,h,24 h,HOG002_A549_24H_X1_F1B10:A21|HOG002_A549_24H_X2_F1B10:A21|HOG002_A549_24H_X3_F1B10:A21
264224,HOG002_A549_24H:BRD-A75409952-001-01-6:0.013,BRD-A75409952,wortmannin,trt_cp,A549,0.013,µM,10 nM,24,h,24 h,HOG002_A549_24H_X1_F1B10:A20|HOG002_A549_24H_X2_F1B10:A20|HOG002_A549_24H_X3_F1B10:A20
264225,HOG002_A549_24H:BRD-A75409952-001-01-6:0.1235,BRD-A75409952,wortmannin,trt_cp,A549,0.1235,µM,100 nM,24,h,24 h,HOG002_A549_24H_X1_F1B10:A18|HOG002_A549_24H_X2_F1B10:A18|HOG002_A549_24H_X3_F1B10:A18
264226,HOG002_A549_24H:BRD-A75409952-001-01-6:0.3704,BRD-A75409952,wortmannin,trt_cp,A549,0.3704,µM,500 nM,24,h,24 h,HOG002_A549_24H_X1_F1B10:A17|HOG002_A549_24H_X2_F1B10:A17|HOG002_A549_24H_X3_F1B10:A17
264227,HOG002_A549_24H:BRD-A75409952-001-01-6:1.11,BRD-A75409952,wortmannin,trt_cp,A549,1.11,µM,1 µM,24,h,24 h,HOG002_A549_24H_X1_F1B10:A16|HOG002_A549_24H_X2_F1B10:A16|HOG002_A549_24H_X3_F1B10:A16
264228,HOG002_A549_24H:BRD-A75409952-001-01-6:10,BRD-A75409952,wortmannin,trt_cp,A549,10,µM,10 µM,24,h,24 h,HOG002_A549_24H_X1_F1B10:A14|HOG002_A549_24H_X2_F1B10:A14|HOG002_A549_24H_X3_F1B10:A14
264229,HOG002_A549_24H:BRD-A75409952-001-01-6:3.33,BRD-A75409952,wortmannin,trt_cp,A549,3.33,µM,3 µM,24,h,24 h,HOG002_A549_24H_X1_F1B10:A15|HOG002_A549_24H_X2_F1B10:A15|HOG002_A549_24H_X3_F1B10:A15
264302,HOG002_A549_24H:BRD-K15108141-001-01-7:0.0016,BRD-K15108141,gemcitabine,trt_cp,A549,0.0016,µM,1 nM,24,h,24 h,HOG002_A549_24H_X1_F1B10:I11|HOG002_A549_24H_X2_F1B10:I11|HOG002_A549_24H_X3_F1B10:I11
