,pubchem_smiles,std_canonical_smiles,std_inchi_key
7916,CC(=C)OC(=O)C,C=C(C)OC(C)=O,HETCEOQFVDFGSY-UHFFFAOYSA-N
11899,C1=CC(=C(C=C1Cl)Cl)[N+](=O)[O-],O=[N+]([O-])c1c(Cl)cc(Cl)cc1,QUIMTLZDMCNYGY-UHFFFAOYSA-N
2734238,CCCC[N+]1=CC=CC=C1.[Br-],CCCC[n+]1ccccc1,REACWASHYHDPSQ-UHFFFAOYSA-N
591200,CC(C)CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC(C)C,CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,RKELNIPLHQEBJO-UHFFFAOYSA-N
637930,C(=C/C#N)\C#N,N#C/C=C/C#N,KYPOHTVBFVELTG-OWOJBTEDSA-N
62648,[NH4+].[NH4+].[O-]S(=O)(=O)OOS(=O)(=O)[O-],O=S(=O)(O)OOS(=O)(=O)O,JRKICGRDRMAZLK-UHFFFAOYSA-N
6348,C(=S)=S,S=C=S,QGJOPFRUJISHPQ-UHFFFAOYSA-N
31373,C(=C(Cl)Cl)(Cl)Cl,ClC(Cl)=C(Cl)Cl,CYTYCFOTNPOANT-UHFFFAOYSA-N
60196390,CCCC[N+]1=CC=CC=C1C.C(F)(F)(F)S(=O)(=O)[O-],CCCC[n+]1ccccc1C,BHIGPVGNEXDQBL-UHFFFAOYSA-N
387179,C1=CC(=C(C=C1O)C=O)Br,O=Cc1c(Br)ccc(O)c1,SCRQAWQJSSKCFN-UHFFFAOYSA-N
11159021,C1=CC(=C(C(=C1)Cl)C(=O)NCC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl,O=C(NCc1c(Cl)cc(C(F)(F)F)cn1)c1c(Cl)cccc1Cl,GBOYJIHYACSLGN-UHFFFAOYSA-N
12785,CC1=CC(=C(C(=C1O)C)C)O,Cc1cc(O)c(C)c(C)c1O,AUFZRCJENRSRLY-UHFFFAOYSA-N
17437,CC[Hg]N1C(=O)C2C(C1=O)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,CC[Hg]N1C(=O)C2C(C1=O)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,HTCXJNNIWILFQQ-UHFFFAOYSA-M
8166,CCCCCCCCCCCC(=O)Cl,CCCCCCCCCCCC(=O)Cl,NQGIJDNPUZEBRU-UHFFFAOYSA-N
443162,CC1=CC[C@H](CC1)C(C)(C)O,CC1=CC[C@@H](C(C)(C)O)CC1,WUOACPNHFRMFPN-SECBINFHSA-N
60982,CCOC1=C(C=C(C=C1)C=CC)O,CC=Cc1cc(O)c(OCC)cc1,RADIRXJQODWKGQ-UHFFFAOYSA-N
8304,CC(C)OP(OC(C)C)OC(C)C,CC(C)OP(OC(C)C)OC(C)C,SJHCUXCOGGKFAI-UHFFFAOYSA-N
62010,CC1(COCN1)C,CC1(C)COCN1,GUQMDNQYMMRJPY-UHFFFAOYSA-N
16678045,CC1=CC(=C(N1C2=CC=CC(=C2)C(=O)O)C)C(=O)O.C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75,Cc1cc(C(=O)O)c(C)n1-c1cccc(C(=O)O)c1.O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,KTZBSILKJZMURY-ZEYGOCRCSA-N
27648,CC(CN(C1=C(C=C(C(=C1I)N)I)I)C(=O)C)C(=O)O,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,GSVQIUGOUKJHRC-UHFFFAOYSA-N
9458,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,CC(=O)Oc1c(C(=O)O)ccc(C(F)(F)F)c1,RMWVZGDJPAKBDE-UHFFFAOYSA-N
1549133,CC(C)C[C@@H](C(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13,CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CBPJQFCAFFNICX-IBGZPJMESA-N
22833506,CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)C3=CC(=CC(=C3)Cl)Cl,CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2,OYNVHVAEOLJJPV-UHFFFAOYSA-N
1548887,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,MLKXDPUZXIRXEP-MFOYZWKCSA-N
64772,CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-],CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.O=S1(=O)N=C([O-])c2ccccc21,AOVWCKBXCSVODH-UHFFFAOYSA-N
6857648,[C-]#N.[C-]#N.[K+].[Au+],[Au+].[C-]#N.[C-]#N.[K+],XTFKWYDMKGAZKK-UHFFFAOYSA-N
14300,C1=C[N+](=CC=C1[N+](=O)[O-])[O-],O=[N+]([O-])c1cc[n+]([O-])cc1,RXKNNAKAVAHBNK-UHFFFAOYSA-N
5282108,CC1=CCCC(C1/C=C/C(=O)C)(C)C,CC(=O)/C=C/C1C(C)=CCCC1(C)C,UZFLPKAIBPNNCA-BQYQJAHWSA-N
19587,CC(C#C)N(C)C(=O)NC1=CC=C(C=C1)Cl,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,BYYMILHAKOURNM-UHFFFAOYSA-N
31208,C1=CC=C(C=C1)NC2=CC=C(C=C2)O,Oc1ccc(Nc2ccccc2)cc1,JTTMYKSFKOOQLP-UHFFFAOYSA-N
243694,C1=CC=C(C=C1)C(=O)OCCCCCOC(=O)C2=CC=CC=C2,O=C(OCCCCCOC(=O)c1ccccc1)c1ccccc1,UMNVFYKZOXQOLL-UHFFFAOYSA-N
25234023,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O,COc1c2O[C@H]3C(=O)CC[C@H]4[C@H]5Cc(c2[C@@]34CCN5C)cc1,LLPOLZWFYMWNKH-CMKMFDCUSA-N
3393,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2c1ccc(Cl)c2,SAADBVWGJQAEFS-UHFFFAOYSA-N
1175,C12=C(NC(=O)N1)NC(=O)NC2=O,O=c1[nH]c(=O)c2c([nH]1)[nH]c(=O)[nH]2,LEHOTFFKMJEONL-UHFFFAOYSA-N
60196318,CCC(=O)N(C1CCN(CC1)CC2=CC=CC=C2)C3=CC=CC=C3.Cl,CCC(=O)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,POQDXIFVWVZVML-UHFFFAOYSA-N
11818,C1=CC=C2C(=C1)C=C(C=C2[N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])c1cc2ccccc2c([N+](=O)[O-])c1,ULALSFRIGPMWRS-UHFFFAOYSA-N
8138,COC(=O)CCCCCCCCC=C,C=CCCCCCCCCC(=O)OC,KISVAASFGZJBCY-UHFFFAOYSA-N
6918222,CO/N=C(\C1=NSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-].Cl,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3c4cccnn4cc3)CS[C@H]12)c1nsc(N)n1,QDUIJCOKQCCXQY-HEOFFLBTSA-N
9906942,C1C2CNCC1C3=CC4=NC=CN=C4C=C23.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,c1cnc2cc3c(cc2n1)C1CNCC3C1,JQSHBVHOMNKWFT-UHFFFAOYSA-N
33032,C(CC(=O)O)[C@@H](C(=O)O)N,N[C@@H](CCC(=O)O)C(=O)O,WHUUTDBJXJRKMK-VKHMYHEASA-N
68736,C1CN[C@@H](C[C@@H]1CP(=O)(O)O)C(=O)O,O=C(O)[C@@H]1C[C@H](CP(=O)(O)O)CCN1,LPMRCCNDNGONCD-RITPCOANSA-N
14306122,CCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCC,CCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCC,DLZBUNUDESZERL-UHFFFAOYSA-N
7805,CC1=CC=C(C=C1)Br,Cc1ccc(Br)cc1,ZBTMRBYMKUEVEU-UHFFFAOYSA-N
67955,CNC1=NC=NC2=C1NC=N2,CNc1ncnc2c1[nH]cn2,CKOMXBHMKXXTNW-UHFFFAOYSA-N
24287,Cl[Sn](Cl)(Cl)Cl,Cl[Sn](Cl)(Cl)Cl,HPGGPRDJHPYFRM-UHFFFAOYSA-J
18502,C1CCC(CC1)N=C=O,O=C=NC1CCCCC1,KQWGXHWJMSMDJJ-UHFFFAOYSA-N
5918804,C1=CC(=CC=C1N/N=C/2\C=CC(=O)C(=C2)C(=O)O)[N+](=O)[O-],O=C(O)C1=C/C(=N/Nc2ccc([N+](=O)[O-])cc2)C=CC1=O,RTQYUQUDISIJCV-OQLLNIDSSA-N
12681,CC(C)(CCC(=O)O)C(=O)O,CC(C)(CCC(=O)O)C(=O)O,BTUDGPVTCYNYLK-UHFFFAOYSA-N
18669,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,QQJDHWMADUVRDL-UHFFFAOYSA-N
81263,C[C@@H](CCCC(=C)C)CCO,C=C(C)CCC[C@H](C)CCO,JGQFVRIQXUFPAH-JTQLQIEISA-N
38854,CC1=NN=C(C(=O)N1N)C2=CC=CC=C2,Cc1nnc(-c2ccccc2)c(=O)n1N,VHCNQEUWZYOAEV-UHFFFAOYSA-N
60196418,CCCCOC(CC)OC(C)COC(CC)O,CCCCOC(CC)OC(C)COC(O)CC,RNFAKTRFMQEEQE-UHFFFAOYSA-N
6636,C1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)Cl,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,SPJOZZSIXXJYBT-UHFFFAOYSA-N
60196426,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Ca+2],CCC(C)(CCC(C)C)C(=O)O,PKJSRUTWBDIWAR-UHFFFAOYSA-N
76857,C1=C(C=C(C(=C1Br)O)Br)C(=O)O,O=C(O)c1cc(Br)c(O)c(Br)c1,PHWAJJWKNLWZGJ-UHFFFAOYSA-N
25622,C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl,Clc1ccccc1-c1ccccc1Cl,JAYCNKDKIKZTAF-UHFFFAOYSA-N
8001,C(CBr)CBr,BrCCCBr,VEFLKXRACNJHOV-UHFFFAOYSA-N
8717,CC1=CC(=C(C=C1C)N)C,Cc1cc(C)c(N)cc1C,BMIPMKQAAJKBKP-UHFFFAOYSA-N
10226,C1=CC2=C(C=C1S(=O)(=O)O)C(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])O,O=[N+]([O-])c1c(O)c2c(ccc(S(=O)(=O)O)c2)c([N+](=O)[O-])c1,FCQJEPASRCXVCB-UHFFFAOYSA-N
7790,CCCOC(=O)CCCCC(=O)OCCC,CCCOC(=O)CCCCC(=O)OCCC,NKOUWLLFHNBUDW-UHFFFAOYSA-N
19137,CC(=O)CCC1=CC=C(C=C1)OC(=O)C,CC(=O)CCc1ccc(OC(C)=O)cc1,UMIKWXDGXDJQJK-UHFFFAOYSA-N
222464,CC1=CC(=C(C=C1)NC(=O)CC(=O)C)C,CC(=O)CC(=O)Nc1c(C)cc(C)cc1,HGVIAKXYAZRSEG-UHFFFAOYSA-N
6852400,CC(C)(C)[C@@]1(CCN2C[C@H]3C4=CC=CC=C4CCC5=C3C(=CC=C5)[C@@H]2C1)O.Cl,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4c3c(ccc4)[C@@H]2C1,ZZJYIKPMDIWRSN-HWBMXIPRSA-N
5282198,CCOC(=O)/C=C(\C)/C=C/C[C@@H](C)CCCC(C)C,CCOC(=O)/C=C(C)/C=C/C[C@@H](C)CCCC(C)C,FYQGBXGJFWXIPP-OJROSNHMSA-N
23691029,C1=CN=CC=C1C(=O)NNCS(=O)(=O)[O-].[Na+],O=C(NNCS(=O)(=O)O)c1ccncc1,GQZQCROBCYNTMU-UHFFFAOYSA-N
10046567,C[C@H](CCCC(C)C)[C@H]1CC(=O)C2=C3CC[C@H]4C[C@H](CC[C@@]4([C@H]3CC[C@]12C)C)O,CC(C)CCC[C@@H](C)[C@H]1CC(=O)C2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,LINVVMHRTUSXHL-GGVPDPBRSA-N
4474062,CN1C=C(C(=O)C2=C1C=C(C=C2)F)S(=O)C,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,UYGONJYYUKVHDD-UHFFFAOYSA-N
60613,C1=CN(C(=O)N=C1N)C[C@@H](CO)OCP(=O)(O)O,Nc1nc(=O)n(C[C@@H](CO)OCP(=O)(O)O)cc1,VWFCHDSQECPREK-LURJTMIESA-N
81629,C1CN(CCN1CCCN)CCCN,NCCCN1CCN(CCCN)CC1,XUSNPFGLKGCWGN-UHFFFAOYSA-N
91778,CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl,CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,CWFOCCVIPCEQCK-UHFFFAOYSA-N
13961743,CC(C)OC1=C(SC2=C1C=C(C=C2)OC)C(=O)NC3=NN=N[N-]3.[Na+],COc1cc2c(cc1)sc(C(=O)Nc1nnn[nH]1)c2OC(C)C,TVVXHFWWAYXBNC-UHFFFAOYSA-N
5976,CN(C)N,CN(C)N,RHUYHJGZWVXEHW-UHFFFAOYSA-N
517055,C1=CC=C(C=C1)C(=O)[O-].[Na+],O=C([O-])c1ccccc1.[Na+],WXMKPNITSTVMEF-UHFFFAOYSA-M
17880,CCOC1=CC=C(C=C1)N=NC2=CC(=C(C=C2)C=CC3=C(C=C(C=C3)N=NC4=CC=C(C=C4)OCC)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],CCOc1ccc(N=Nc2cc(S(=O)(=O)O)c(C=Cc3c(S(=O)(=O)O)cc(N=Nc4ccc(OCC)cc4)cc3)cc2)cc1,AVERNFJXXRIVQN-UHFFFAOYSA-N
7563,C1=CC=C(C=C1)CC2=CC=C(C=C2)O,Oc1ccc(Cc2ccccc2)cc1,HJSPWKGEPDZNLK-UHFFFAOYSA-N
62969,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl,COc1c(OC)cc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)cc2)C(C)C)cc1,SGTNSNPWRIOYBX-UHFFFAOYSA-N
23670523,C1=CC(=CC=C1N)[As](=O)(O)[O-].[Na+],Nc1ccc([As](=O)(O)O)cc1,XKNKHVGWJDPIRJ-UHFFFAOYSA-N
59086459,CS(=O)(=O)C1=C(C=C(C=C1)[C@@H](CC2CCCC2)C(=O)NC3=NC=CN=C3)Cl,CS(=O)(=O)c1c(Cl)cc([C@@H](CC2CCCC2)C(=O)Nc2nccnc2)cc1,QULLOTSYPAOTIW-OAHLLOKOSA-N
20055528,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCCN[C@@H](C)C7=CC=CC=C7)O.OS(=O)(=O)O,Cc1c(C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc2nc(-c3nc(C(=O)NCCCN[C@@H](C)c4ccccc4)cs3)cs2)C(C)O)C(O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]2O)c2cnc[nH]2)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1N,QIMGFXOHTOXMQP-IZSDKEPHSA-N
7735,C1CC(CCC1CO)CO,OCC1CCC(CO)CC1,YIMQCDZDWXUDCA-UHFFFAOYSA-N
3727,C(C(=O)N)I,NC(=O)CI,PGLTVOMIXTUURA-UHFFFAOYSA-N
163934,C=COCC1CCC(CC1)CO,C=COCC1CCC(CO)CC1,INRGAWUQFOBNKL-UHFFFAOYSA-N
2734223,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCCCn1cc[n+](C)c1,WXMVWUBWIHZLMQ-UHFFFAOYSA-N
41022,CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,O=C(NCC1CCCCN1)c1c(OCC(F)(F)F)ccc(OCC(F)(F)F)c1,DJBNUMBKLMJRSA-UHFFFAOYSA-N
8398,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,Cc1cc(Cc2c(O)c(C(C)(C)C)cc(C)c2)c(O)c(C(C)(C)C)c1,KGRVJHAUYBGFFP-UHFFFAOYSA-N
213037,C1COCCN1S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=C(C=CC(=C3)Cl)NS(=O)(=O)C4=CC=C(S4)Cl,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,PQHLRGARXNPFCF-UHFFFAOYSA-N
77721,CC(=O)NC1=C(C=C(C(=C1)OC)C(=O)OC)Cl,COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC,OUEXNQRVYGYGIK-UHFFFAOYSA-N
75421,C1=CC2=C(C=CN2)C(=C1)O,Oc1cccc2c1cc[nH]2,NLMQHXUGJIAKTH-UHFFFAOYSA-N
18827,CCCCCC(C=C)O,C=CC(O)CCCCC,VSMOENVRRABVKN-UHFFFAOYSA-N
91742,CCOC1=C(C=C(C=C1)NC(=O)OC(C)C)OCC,CCOc1c(OCC)cc(NC(=O)OC(C)C)cc1,LNJNFVJKDJYTEU-UHFFFAOYSA-N
7007,CC(=O)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl,CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,JKRWZLOCPLZZEI-UHFFFAOYSA-N
117822,CC(=O)CC(=O)NC1=CC2=C(C=C1)NC(=O)N2,CC(=O)CC(=O)Nc1cc2c(cc1)[nH]c(=O)[nH]2,VEMDQCGHZNXORX-UHFFFAOYSA-N
61209,CC1CCC(=O)C1=O,CC1CCC(=O)C1=O,OACYKCIZDVVNJL-UHFFFAOYSA-N
519907,CSC1=NC=CN=C1,CSc1nccnc1,KBPBOWBQRUXMFV-UHFFFAOYSA-N
14260,CCCCCCCCCCCCC=C,C=CCCCCCCCCCCCC,HFDVRLIODXPAHB-UHFFFAOYSA-N
75908,CCCC1=CC=C(C=C1)N,CCCc1ccc(N)cc1,OAPDPORYXWQVJE-UHFFFAOYSA-N
85689,C1CCC2C(C1)C(=O)OC2=O,O=C1OC(=O)C2CCCCC12,MUTGBJKUEZFXGO-UHFFFAOYSA-N
11460221,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,CCCCCCCCn1cc[n+](C)c1,WXMVWUBWIHZLMQ-UHFFFAOYSA-N
61012,CCN(CC)CCOC(=O)C(=C)C,C=C(C)C(=O)OCCN(CC)CC,SJIXRGNQPBQWMK-UHFFFAOYSA-N
11509,CCCC(=O)CC,CCCC(=O)CC,PFCHFHIRKBAQGU-UHFFFAOYSA-N
8836,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,SCABKEBYDRTODC-UHFFFAOYSA-N
7146,CC(C=O)C1=CC=CC=C1,CC(C=O)c1ccccc1,IQVAERDLDAZARL-UHFFFAOYSA-N
8074,C=COCCCl,C=COCCCl,DNJRKFKAFWSXSE-UHFFFAOYSA-N
21501,C1=CC2=C(C=C1[N+](=O)[O-])C=NN2,O=[N+]([O-])c1cc2c(cc1)[nH]nc2,WSGURAYTCUVDQL-UHFFFAOYSA-N
16989,C1=CC(=NC(=C1)Cl)Cl,Clc1cccc(Cl)n1,FILKGCRCWDMBKA-UHFFFAOYSA-N
2727728,C1C(CC(=O)NC1=O)C2=CC=C(C=C2)Cl,O=C1CC(c2ccc(Cl)cc2)CC(=O)N1,KOZWYRYCGOBBKD-UHFFFAOYSA-N
7623,CCCCOP(OCCCC)OCCCC,CCCCOP(OCCCC)OCCCC,XTTGYFREQJCEML-UHFFFAOYSA-N
11689,C1=CC=C2C(=C1)C(=O)OC23C4=C(C(=C(C=C4)O)Br)OC5=C3C=CC(=C5Br)O,O=C1OC2(c3ccccc13)c1ccc(O)c(Br)c1Oc1c2ccc(O)c1Br,ZDTNHRWWURISAA-UHFFFAOYSA-N
23681559,CCC1=C(C(=O)C=NN1C2=CC=C(C=C2)Cl)C(=O)[O-].[K+],CCc1c(C(=O)O)c(=O)cnn1-c1ccc(Cl)cc1,PIZCXVUFSNPNON-UHFFFAOYSA-N
6058,C(CS)N,NCCS,UFULAYFCSOUIOV-UHFFFAOYSA-N
14676,CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42.Cl,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,HTMIBDQKFHUPSX-UHFFFAOYSA-N
5073,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,Cc1c(CCN2CCC(c3noc4c3ccc(F)c4)CC2)c(=O)n2CCCCc2n1,RAPZEAPATHNIPO-UHFFFAOYSA-N
5282367,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,DKHGMERMDICWDU-GHDNBGIDSA-N
26133,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,BMCQMVFGOVHVNG-TUFAYURCSA-N
9280,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,COC(=O)C(c1ccccc1)C1CCCCN1,DUGOZIWVEXMGBE-UHFFFAOYSA-N
16212480,CCCCCCCCCCCCCCCC(=O)OC[C@H]([C@@H]1[C@@H]([C@H](CO1)O)O)O,CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,IYFATESGLOUGBX-YVNJGZBMSA-N
14569,CC1=CC(=CC=C1)NC2=CC=CC=C2,Cc1cc(Nc2ccccc2)ccc1,TWPMMLHBHPYSMT-UHFFFAOYSA-N
8049,CCOC(=O)CCCCCCCCC(=O)OCC,CCOC(=O)CCCCCCCCC(=O)OCC,ONKUXPIBXRRIDU-UHFFFAOYSA-N
10233356,CCC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)CN4CCN(CC4)C5=CC=C(C=C5)OC)OCC(=O)O,CCc1c(OCC(=O)O)ccc(SCc2c(CN3CCN(c4ccc(OC)cc4)CC3)nc(-c3ccc(C(F)(F)F)cc3)s2)c1,CESIUPFUCGHEPP-UHFFFAOYSA-N
443970,CN(C)[C@H](CC1=CC=CC=C1)C2=CC=CC=C2,CN(C)[C@H](Cc1ccccc1)c1ccccc1,YEJZJVJJPVZXGX-MRXNPFEDSA-N
5311454,CC(C)(C)C(/C=C/C1=CC2=C(C=C1)OCO2)O,CC(C)(C)C(O)/C=C/c1cc2c(cc1)OCO2,IBLNKMRFIPWSOY-FNORWQNLSA-N
9831581,CCOC1=NC2=C(C=C1)NC=C(C2=O)C(=O)NCC3=CC=CC=C3,CCOc1nc2c(cc1)[nH]cc(C(=O)NCc1ccccc1)c2=O,DGFVZQGXKQCQGK-UHFFFAOYSA-N
23672582,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C5=CC(=CC=C5)S(=O)(=O)[O-])O)C)O)F)C.[Na+],C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cc(S(=O)(=O)O)ccc1,TWQWRHIQRAZHPR-XNXCGYEVSA-N
8159,CCCCCCCOC(=O)C,CCCCCCCOC(C)=O,ZCZSIDMEHXZRLG-UHFFFAOYSA-N
5354284,CC1=CC(=O)OC2=CC(=CC(=C12)O)O,Cc1cc(=O)oc2cc(O)cc(O)c12,QNVWGEJMXOQQPM-UHFFFAOYSA-N
7751,CCOC(=O)CCl,CCOC(=O)CCl,VEUUMBGHMNQHGO-UHFFFAOYSA-N
12388,CCCCCCCCCCCCC,CCCCCCCCCCCCC,IIYFAKIEWZDVMP-UHFFFAOYSA-N
5284371,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,COc1c2O[C@H]3[C@@H](O)C=C[C@H]4[C@H]5Cc(c2[C@@]34CCN5C)cc1,OROGSEYTTFOCAN-DNJOTXNNSA-N
8186,CCCCCCCCCCC=O,CCCCCCCCCCC=O,KMPQYAYAQWNLME-UHFFFAOYSA-N
9158,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,c1ccc2cc3c(cc2c1)-c1c2c-3cccc2ccc1,HAXBIWFMXWRORI-UHFFFAOYSA-N
7704,CCCCC1CCC(=O)O1,CCCCC1CCC(=O)O1,IPBFYZQJXZJBFQ-UHFFFAOYSA-N
70801,CC1=NN(C(=C1)N)C2=CC=CC=C2,Cc1nn(-c2ccccc2)c(N)c1,FMKMKBLHMONXJM-UHFFFAOYSA-N
11229,CCC(C)(C)CC,CCC(C)(C)CC,AEXMKKGTQYQZCS-UHFFFAOYSA-N
61591,B(F)(F)F.O.O,FB(F)F,WTEOIRVLGSZEPR-UHFFFAOYSA-N
7914,CC(C)OC(C)C,CC(C)OC(C)C,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N
20769,CC(C)OC(=O)C(=C)C,C=C(C)C(=O)OC(C)C,BOQSSGDQNWEFSX-UHFFFAOYSA-N
16211849,CCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],CCn1cc[n+](C)c1,NJMWOUFKYKNWDW-UHFFFAOYSA-N
12971008,CCCN1C=C[N+](=C1)C.[I-],CCCn1cc[n+](C)c1,WVDDUSFOSWWJJH-UHFFFAOYSA-N
